Price,URL,Type,Location,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Floor Size
1399000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115012930,3 Bedroom House,Grassy Park,3,2,3,301,
1425000,https://www.property24.com/for-sale/mouille-point/cape-town/western-cape/11018/114929789,Apartment,Mouille Point,,,,,45
580000,https://www.property24.com/for-sale/guguletu/cape-town/western-cape/8696/114980271,2 Bedroom House,Guguletu,2,,1,262,
1290000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/114941447,2 Bedroom Apartment,Retreat,2,1,1,,70
1395000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114987829,1 Bedroom Apartment,Plumstead,1,1,1,,55
1350000,https://www.property24.com/for-sale/langa/cape-town/western-cape/9117/115000849,3 Bedroom House,Langa,3,2,1,178,
1195000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114991174,1 Bedroom Apartment,Salt River,1,1,1,,58
1400000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/114769204,2 Bedroom House,Retreat,2,2,1,245,
950000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114999460,Apartment,Woodstock,,1,1,,43
800000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/115161618,1 Bedroom Apartment,Claremont,1,1,1,,19
450000,https://www.property24.com/for-sale/nyanga/cape-town/western-cape/9132/114973923,3 Bedroom House,Nyanga,3,1,,117,
650000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114874772,2 Bedroom Apartment,Wynberg,2,1,1,,53
900000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114763355,Commercial Property,Philippi,,,,,3
1099000,https://www.property24.com/for-sale/silvertown/cape-town/western-cape/8731/115041429,2 Bedroom House,Silvertown,2,1,2,189,
875000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115190581,Vacant Land,Lotus River,,,,513,
1190000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/114925308,3 Bedroom House,Retreat,3,2,1,163,
570000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114668599,1 Bedroom Apartment,Maitland,1,1,1,,33
699000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114955537,3 Bedroom House,Belhar,3,2,1,244,
1250000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114940476,1 Bedroom Apartment,Woodstock,1,1,,,25
1200000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114940455,1 Bedroom Apartment,Woodstock,1,1,,,29
1250000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115078979,0.5 Bedroom Apartment,Cape Town City Centre,0.5,,,26,
885000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114914354,2 Bedroom Apartment,Muizenberg,2,1,1,,
1395000,https://www.property24.com/for-sale/heathfield/cape-town/western-cape/10207/114866489,2 Bedroom Apartment,Heathfield,2,1,2,,82
650000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115057215,2 Bedroom House,Pelican Park,2,1,2,85,
780000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114947160,0.5 Bedroom Apartment,Zonnebloem,0.5,1,,,32
1350000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114948894,1 Bedroom Apartment,Salt River,1,1,1,,60
1250000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114906695,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,25
1450000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114966747,1 Bedroom Apartment,Salt River,1,1,1,,65
950000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114944523,3 Bedroom Apartment,Lansdowne,3,1,1,,54
1099000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/112154677,1 Bedroom Apartment,Observatory,1,1,,,41
1450000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114688263,1 Bedroom Apartment,Salt River,1,1,1,,65
1500000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114911276,1 Bedroom Apartment,Rondebosch,1,1,1,,46
630000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114955580,2 Bedroom Apartment,Belhar,2,1,1,,41
910000,https://www.property24.com/for-sale/windermere/cape-town/western-cape/8019/115042410,2 Bedroom House,Windermere,2,1,1,212,
1299000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114941673,0.5 Bedroom Apartment,Woodstock,0.5,1,1,,29
950000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115007239,2 Bedroom Apartment,Lansdowne,2,1,1,52,
1380000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115007921,6 Bedroom House,Pelican Park,6,3,7,340,
1420000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115087695,3 Bedroom House,Retreat,3,1,3,497,
890000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115189038,2 Bedroom Apartment,Muizenberg,2,1,1,,
1250000,https://www.property24.com/for-sale/vredehoek/cape-town/western-cape/9166/114906706,1 Bedroom Apartment,Vredehoek,1,1,,,43
750000,https://www.property24.com/for-sale/seawinds/cape-town/western-cape/10180/115026955,2 Bedroom House,Seawinds,2,1,,,
595000,https://www.property24.com/for-sale/nyanga/cape-town/western-cape/9132/115026741,2 Bedroom House,Nyanga,2,1,1,288,
1250000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/115018283,1 Bedroom Apartment,Rosebank,1,1,1,,61
815000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/114751381,0.5 Bedroom Apartment,Mowbray,0.5,1,,,34
750000,https://www.property24.com/for-sale/seawinds/cape-town/western-cape/10180/115138352,2 Bedroom House,Seawinds,2,1,,,
1299000,https://www.property24.com/for-sale/zeekoevlei/cape-town/western-cape/9047/115025041,3 Bedroom House,Zeekoevlei,3,2,5,152,
1250000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114911905,2 Bedroom Apartment,Plumstead,2,1,1,,59
1345000,https://www.property24.com/for-sale/vanguard/cape-town/western-cape/8766/115004931,2 Bedroom House,Vanguard,2,1,1,182,
1495000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114924212,1 Bedroom Apartment,Rondebosch,1,1,1,,46
490000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/114919805,3 Bedroom House,Retreat,3,2,6,200,
905000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/115097533,1 Bedroom Apartment,Mouille Point,1,1,,,38
1245000,https://www.property24.com/for-sale/capricorn/cape-town/western-cape/12788/114897270,2 Bedroom Apartment,Capricorn,2,2,2,,93
1012500,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115048353,Commercial Property,Cape Town City Centre,,,,,
1295000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114984330,2 Bedroom Apartment,Muizenberg,2,1,1,,59
675000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/114991432,1 Bedroom Apartment,Thornton,1,1,1,,42
745000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115111333,2 Bedroom Apartment,Grassy Park,2,1,1,,50
850000,https://www.property24.com/for-sale/bishop-lavis/cape-town/western-cape/8121/114962490,2 Bedroom House,Bishop Lavis,2,1,2,313,
1429000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115103358,2 Bedroom Apartment,Athlone,2,1,1,,54
410000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/115221860,2 Bedroom House,Philippi,2,1,,,
1189000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114983815,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,1,,41
1385000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114893554,2 Bedroom Apartment,Woodstock,2,1,1,,54
1175000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114892361,1 Bedroom Apartment,Rondebosch,1,1,1,,30
650000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/115221337,2 Bedroom House,Ocean View,2,1,3,185,
1320000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115056846,3 Bedroom House,Pelican Park,3,2,6,,
890000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115053913,1 Bedroom Apartment,Wynberg Upper,1,1,1,,
1100000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114924384,2 Bedroom Apartment,Pinelands,2,1,1,,54
1050000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114648461,2 Bedroom Apartment,Pinelands,2,1,1,,51
650000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114963007,2 Bedroom Apartment,Belhar,2,1,1,,38
1450000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114891244,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,43
1390000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114993997,1 Bedroom Apartment,Cape Town City Centre,1,1,,20,
1295000,https://www.property24.com/for-sale/gardens/cape-town/western-cape/9145/114473682,1 Bedroom Apartment,Gardens,1,1,2,,41
650000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/114792923,2 Bedroom House,Ocean View,2,1,3,185,
1150000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114761181,2 Bedroom Apartment,Wynberg,2,1,1,,80
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/113402696,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,49
599999,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115083813,1 Bedroom Apartment,Maitland,1,1,1,,36
560000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115004089,1 Bedroom Apartment,Retreat,1,1,1,,37
1395000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114924025,1 Bedroom Apartment,Muizenberg,1,1,1,,39
995000,https://www.property24.com/for-sale/sybrand-park/cape-town/western-cape/8686/115028804,Vacant Land,Sybrand Park,,,,196,
850000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114910916,1 Bedroom Apartment,Pinelands,1,1,,,35
1250000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/114908834,0.5 Bedroom Apartment,Claremont,0.5,1,1,,42
1330000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/114595451,2 Bedroom Townhouse,Ottery,2,2,2,,85
890000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114953392,1 Bedroom Apartment,Kenilworth,1,1,1,,32
995000,https://www.property24.com/for-sale/sybrand-park/cape-town/western-cape/8686/114723917,Vacant Land,Sybrand Park,,,,196,
650000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115162839,2 Bedroom House,Pelican Park,2,1,1,,
400000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115050912,0.5 Bedroom Apartment,Kensington,0.5,1,1,,
849000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/115047527,0.5 Bedroom Apartment,Zonnebloem,0.5,1,1,,32
950000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114980098,2 Bedroom Apartment,Maitland,2,1,1,,
1400000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114978415,1 Bedroom House,Woodstock,1,1,,80,
550000,https://www.property24.com/for-sale/nyanga/cape-town/western-cape/9132/114870704,1 Bedroom House,Nyanga,1,1,8,189,
820000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115077533,3 Bedroom House,Retreat,3,1,1,397,
1495000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114930985,1 Bedroom Apartment,Woodstock,1,1,1,,50
995000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114589412,2 Bedroom Apartment,Wynberg,2,1,,,82
499999,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115118739,1 Bedroom House,Pelican Park,1,1,1,99,
1199000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115039767,3 Bedroom House,Pelican Park,3,2,4,,
1136000,https://www.property24.com/for-sale/kirstenhof/cape-town/western-cape/10178/114865300,1 Bedroom House,Kirstenhof,1,1,1,78,
1490000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114859775,2 Bedroom Apartment,Salt River,2,2,1,,114
849000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114861222,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,1,,32
925000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114880665,1 Bedroom Apartment,Zonnebloem,1,1,1,,35
1450000,https://www.property24.com/for-sale/kenilworth-upper/cape-town/western-cape/14224/114792196,1 Bedroom House,Kenilworth Upper,1,1,1,,76
1136000,https://www.property24.com/for-sale/kirstenhof/cape-town/western-cape/10178/115014320,1 Bedroom House,Kirstenhof,1,1,1,78,
850000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114831552,2 Bedroom House,Pelican Park,2,1,6,164,
1495000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114907753,1 Bedroom Apartment,Rondebosch,1,1,1,,73
1195000,https://www.property24.com/for-sale/diep-river/cape-town/western-cape/10195/114276121,2 Bedroom Apartment,Diep River,2,2,1,,83
945000,https://www.property24.com/for-sale/knole-park/cape-town/western-cape/16285/114863062,2 Bedroom Apartment,Knole Park,2,1,1,,54
1495000,https://www.property24.com/for-sale/claremont-upper/cape-town/western-cape/14225/115082939,2 Bedroom Apartment,Claremont Upper,2,1,1,55,
380000,https://www.property24.com/for-sale/langa/cape-town/western-cape/9117/115168203,2 Bedroom House,Langa,2,1,2,168,
699999,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115006781,3 Bedroom House,Lotus River,3,1,4,202,
1250000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/114857369,2 Bedroom Apartment,Rosebank,2,1,,,67
950000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114907044,1 Bedroom Apartment,Zonnebloem,1,1,1,,33
780000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114973108,3 Bedroom House,Philippi,3,1,2,180,
550000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115069056,1 Bedroom Apartment,Kensington,1,1,1,,
1395000,https://www.property24.com/for-sale/walmer-estate/cape-town/western-cape/10163/114925534,Vacant Land,Walmer Estate,,,,242,
1475000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114978716,1 Bedroom Apartment,Zonnebloem,1,1,,1,
990000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115197915,3 Bedroom House,Pelican Park,3,1,2,,
920000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114957743,0.5 Bedroom Apartment,Observatory,0.5,1,1,,
1159000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114310290,0.5 Bedroom Apartment,Woodstock,0.5,1,,,27
999995,https://www.property24.com/for-sale/pinati/cape-town/western-cape/8779/115017546,3 Bedroom House,Pinati,3,2,,119,
1149000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114871219,1 Bedroom Apartment,Salt River,1,1,1,,66
1350000,https://www.property24.com/for-sale/silvertown/cape-town/western-cape/8731/114971011,3 Bedroom House,Silvertown,3,1,10,346,
1350000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114907940,3 Bedroom House,Belhar,3,2,4,260,
1437500,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/106912947,1 Bedroom Apartment,Observatory,1,1,1,,43
1280000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114898329,1 Bedroom Apartment,Observatory,1,1,1,,41
1300000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114920092,2 Bedroom House,Belhar,2,1,4,281,
850000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/114875623,1 Bedroom Apartment,Wynberg Upper,1,1,2,,34
1025000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114876076,1 Bedroom Apartment,Observatory,1,1,1,,43
670000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114845061,2 Bedroom Apartment,Wynberg,2,1,1,,53
750000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114844763,2 Bedroom Apartment,Wynberg,2,1,1,,68
1000000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114904845,Apartment,Observatory,,1,1,,37
