Price,URL,Type,Location,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Floor Size
1349000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114953719,4 Bedroom House,Wynberg,4,2,2,256,
750000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115017107,3 Bedroom House,Retreat,3,2,1,204,
1200000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114834811,0.5 Bedroom Apartment,Woodstock,0.5,1,1,,24
799000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/115031209,2 Bedroom House,Bridgetown,2,1,3,221,
480000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/114851279,1 Bedroom Apartment,Kensington,1,1,1,,24
1499000,https://www.property24.com/for-sale/bishop-lavis/cape-town/western-cape/8121/114845830,3 Bedroom House,Bishop Lavis,3,2,6,473,
1295000,https://www.property24.com/for-sale/schaapkraal/cape-town/western-cape/12527/115200998,Vacant Land,Schaapkraal,,,,,
1187000,https://www.property24.com/for-sale/belgravia/cape-town/western-cape/8736/114965812,2 Bedroom House,Belgravia,2,2,5,,
680000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/114908321,1 Bedroom Apartment,Thornton,1,1,1,,42
665000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115033192,1 Bedroom Apartment,Plumstead,1,1,,,
990000,https://www.property24.com/for-sale/hanover-park/cape-town/western-cape/8790/115068322,4 Bedroom House,Hanover Park,4,3,5,330,
680000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/114842280,1 Bedroom Apartment,Thornton,1,1,1,,42
1395000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114777722,2 Bedroom Apartment,Woodstock,2,1,1,,65
995000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/114652498,2 Bedroom House,Greenville Garden City,2,1,2,200,
1399000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114842953,5 Bedroom House,Maitland,5,1,4,388,
999000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114767518,1 Bedroom Apartment,Woodstock,1,1,,,24
530000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115067922,0.5 Bedroom Apartment,Maitland,0.5,1,1,,
815000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/114855106,0.5 Bedroom Apartment,Rosebank,0.5,1,,,34
895000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114825240,3 Bedroom House,Belhar,3,2,5,173,
950000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114855570,4 Bedroom House,Bonteheuwel,4,2,3,311,
849000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114875906,1 Bedroom Apartment,Pinelands,1,1,1,,38
999000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114805538,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,1,,30
1370000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114775322,1 Bedroom Apartment,Woodstock,1,1,1,,42
1285000,https://www.property24.com/for-sale/bishop-lavis/cape-town/western-cape/8121/114837979,3 Bedroom House,Bishop Lavis,3,1.5,2,456,
1245000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114755613,1 Bedroom Apartment,Woodstock,1,1,,,65
1350000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114427559,Apartment,Cape Town City Centre,,1,,,35
730000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114344329,1 Bedroom Apartment,Wynberg,1,1,1,,50
660000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115033305,1 Bedroom Apartment,Plumstead,1,1,,,
1050000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115169601,2 Bedroom House,Pelican Park,2,1,1,,
930000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114871272,2 Bedroom Apartment,Muizenberg,2,1,1,,45
1350000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114720426,2 Bedroom Apartment,Muizenberg,2,1,1,,62
850000,https://www.property24.com/for-sale/heideveld/cape-town/western-cape/8726/114899482,2 Bedroom House,Heideveld,2,1,1,260,
1450000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/114820071,2 Bedroom Apartment,Wynberg Upper,2,1,1,,48
1190000,https://www.property24.com/for-sale/langa/cape-town/western-cape/9117/113272615,3 Bedroom House,Langa,3,3,2,,
790000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/114916869,1 Bedroom Apartment,Mowbray,1,1,,,
1395000,https://www.property24.com/for-sale/heideveld/cape-town/western-cape/8726/115008574,3 Bedroom House,Heideveld,3,1,1,90,
655000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114992482,2 Bedroom Apartment,Belhar,2,1,,38,
1100000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114087022,1 Bedroom Apartment,Zonnebloem,1,1,1,,57
1160000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114786088,2 Bedroom Apartment,Plumstead,2,1,1,,79
1299000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114746700,1 Bedroom Apartment,Kenilworth,1,1,1,,64
455000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114663310,1 Bedroom Apartment,Wynberg,1,1,,,34
1360000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/114346587,3 Bedroom House,Ocean View,3,2,4,346,
630000,https://www.property24.com/for-sale/bantry-bay/cape-town/western-cape/11013/114867213,2 Bedroom House,Pelican Park,2,1,2,,
1200000,https://www.property24.com/for-sale/langa/cape-town/western-cape/9117/114826299,2 Bedroom House,Langa,2,1,3,180,
1000000,https://www.property24.com/for-sale/vanguard/cape-town/western-cape/8766/114903762,2 Bedroom Apartment,Vanguard,2,1,1,,60
1389000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114931099,1 Bedroom Apartment,Woodstock,1,1,1,,35
1495000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/114860417,2 Bedroom Apartment,Claremont,2,1,2,,83
1450000,https://www.property24.com/for-sale/rondebosch-village/cape-town/western-cape/8660/112721400,2 Bedroom Apartment,Rondebosch Village,2,1,1,,72
595000,https://www.property24.com/for-sale/hanover-park/cape-town/western-cape/8790/114803497,3 Bedroom Townhouse,Hanover Park,3,1,2,64,
1300000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115103132,2 Bedroom Apartment,Athlone,2,1,1,,54
699000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114782870,2 Bedroom Apartment,Maitland,2,1,1,,55
1387500,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114872517,1 Bedroom Apartment,Woodstock,1,1,1,,27
1299000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/114731637,3 Bedroom House,Bridgetown,3,2.5,2,255,
1350000,https://www.property24.com/for-sale/mouille-point/cape-town/western-cape/11018/114734493,1 Bedroom Apartment,Mouille Point,1,1,,,60
1300000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/113356288,2 Bedroom Apartment,Athlone,2,1,1,,56
1250000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/114089595,2 Bedroom Apartment,Costa Da Gama,2,1,1,,62
510000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114560753,1 Bedroom Apartment,Wynberg,1,1,1,,45
1495000,https://www.property24.com/for-sale/windermere/cape-town/western-cape/8019/114804910,3 Bedroom House,Windermere,3,1,,271,
1195000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/114658195,3 Bedroom House,Greenville Garden City,3,2,3,213,
1300000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114555993,1 Bedroom Apartment,Kenilworth,1,1,1,,60
1315000,https://www.property24.com/for-sale/turf-hall-estate/cape-town/western-cape/16455/114488082,2 Bedroom Apartment,Turf Hall Estate,2,1,1,,63
1500000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114492666,1 Bedroom Apartment,Woodstock,1,1,1,,42
995000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/111367497,1 Bedroom Apartment,Pinelands,1,1,,,36
1500000,https://www.property24.com/for-sale/schaapkraal/cape-town/western-cape/12527/114867605,9 Bedroom House,Schaapkraal,9,5,10,497,
895000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114547459,1 Bedroom Apartment,Plumstead,1,1,,,67
1450000,https://www.property24.com/for-sale/surrey-estate/cape-town/western-cape/8762/114805557,3 Bedroom House,Surrey Estate,3,1,3,198,
595000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114908899,2 Bedroom House,Pelican Park,2,1,1,79,
999000,https://www.property24.com/for-sale/kenilworth-upper/cape-town/western-cape/14224/113765247,1 Bedroom Apartment,Kenilworth Upper,1,1,1,,41
1350000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114712784,1 Bedroom Apartment,Cape Town City Centre,1,1,,,31
1050000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/112566712,1 Bedroom Apartment,Observatory,1,1,1,,41
1295000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114739852,2 Bedroom Apartment,Kenilworth,2,1,1,,77
649000,https://www.property24.com/for-sale/fisantekraal/cape-town/western-cape/9529/114527269,3 Bedroom House,Fisantekraal,3,1,,190,
1143000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114872281,1 Bedroom Apartment,Woodstock,1,1,,,27
849000,https://www.property24.com/for-sale/matroosfontein/cape-town/western-cape/8154/115068157,2 Bedroom House,Matroosfontein,2,1,,,
1390000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114663788,1 Bedroom Apartment,Salt River,1,1,1,,65
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114833597,1 Bedroom Apartment,Woodstock,1,1,1,,45
1350000,https://www.property24.com/for-sale/pinati/cape-town/western-cape/8779/114199565,Commercial Property,Pinati,,,,,
750000,https://www.property24.com/for-sale/windermere/cape-town/western-cape/8019/114888921,2 Bedroom House,Windermere,2,1,1,,
710000,https://www.property24.com/for-sale/zeekoevlei/cape-town/western-cape/9047/114980781,2 Bedroom Apartment,Zeekoevlei,2,1,1,49,
650000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114941314,Apartment,Plumstead,,,,,
499000,https://www.property24.com/for-sale/lavender-hill/cape-town/western-cape/10211/114919924,3 Bedroom House,Lavender Hill,3,1,4,,
600000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/114716368,2 Bedroom House,Retreat,2,1,1,163,
900000,https://www.property24.com/for-sale/ottery-east/cape-town/western-cape/16453/114172987,2 Bedroom Apartment,Ottery East,2,1,2,,47
899000,https://www.property24.com/for-sale/surrey-estate/cape-town/western-cape/8762/114850019,2 Bedroom Apartment,Surrey Estate,2,1,1,4,
900000,https://www.property24.com/for-sale/ottery-east/cape-town/western-cape/16453/114172688,2 Bedroom Apartment,Ottery East,2,1,,,46
635000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114944602,2 Bedroom House,Belhar,2,1,1,,
1154000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114912266,Apartment,Woodstock,,1,,,
1150000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114929536,2 Bedroom House,Grassy Park,2,1,2,47,
1200000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/114429015,1 Bedroom Apartment,Rosebank,1,1,,,49
1400000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114740494,1 Bedroom Apartment,Zonnebloem,1,1,1,,45
499000,https://www.property24.com/for-sale/lavender-hill/cape-town/western-cape/10211/115147824,3 Bedroom House,Lavender Hill,3,1,4,,
850000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114871297,1 Bedroom Apartment,Muizenberg,1,1,1,,36
495000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115198046,2 Bedroom House,Pelican Park,2,1,2,,
950000,https://www.property24.com/for-sale/ottery-east/cape-town/western-cape/16453/114173069,2 Bedroom Apartment,Ottery East,2,1,,,45
1088000,https://www.property24.com/for-sale/diep-river/cape-town/western-cape/10195/115076761,Commercial Property,Diep River,,,,,
1399000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114811950,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,43
1074000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114911979,Apartment,Woodstock,,1,,24,
1250000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114547686,2 Bedroom Apartment,Zonnebloem,2,1,,,66
750000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/114694942,2 Bedroom House,Ocean View,2,2,2,254,
1199000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114708884,1 Bedroom Apartment,Plumstead,1,1,1,,76
900000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114793976,1 Bedroom Apartment,Muizenberg,1,1,1,,42
795000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114841720,3 Bedroom House,Bonteheuwel,3,2,2,219,
1199000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/114933920,3 Bedroom Townhouse,Retreat,3,2,2,,
1370000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/114686980,3 Bedroom House,Ocean View,3,2,3,333,
650000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114948482,Apartment,Belhar,,,,38,
780000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114771187,Apartment,Zonnebloem,,1,1,,33
665000,https://www.property24.com/for-sale/manenberg/cape-town/western-cape/8718/114882231,3 Bedroom House,Manenberg,3,1,3,262,
750000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114163954,2 Bedroom Apartment,Belhar,2,1,1,,44
450000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114602286,1 Bedroom Apartment,Wynberg,1,1,1,,36
995000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114094280,1 Bedroom Apartment,Kenilworth,1,1,1,,39
699000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114947076,2 Bedroom House,Bonteheuwel,2,1,,200,
850000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114911090,2 Bedroom House,Pelican Park,2,1,1,,
1480000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114726595,2 Bedroom Apartment,Woodstock,2,1,1,,55
1500000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114926958,3 Bedroom Townhouse,Grassy Park,3,2,1,,
650000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114966221,Apartment,Belhar,,,,38,
875000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114864813,2 Bedroom Townhouse,Muizenberg,2,1,,,45
1390000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114160591,1 Bedroom Apartment,Observatory,1,1,,,52
649000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114757705,2 Bedroom Apartment,Wynberg,2,1,1,,68
1400000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114533363,2 Bedroom Apartment,Zonnebloem,2,1,1,,58
875000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114667438,2 Bedroom Apartment,Belhar,2,1,,,38
995000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114754884,2 Bedroom Apartment,Wynberg,2,2,1,,82
1249999,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115054104,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,
1495000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/114697297,2 Bedroom Apartment,Rosebank,2,1,1,,69
500000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/114685737,1 Bedroom Apartment,Kensington,1,1,1,,33
1149000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114815585,2 Bedroom House,Pelican Park,2,1,2,240,
460000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/114837707,1 Bedroom Apartment,Retreat,1,1,,,
930000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114172882,1 Bedroom Apartment,Zonnebloem,1,1,1,,46
950000,https://www.property24.com/for-sale/montana/cape-town/western-cape/8165/114765824,5 Bedroom House,Montana,5,2,,570,
875000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/114676845,2 Bedroom Apartment,Ottery,2,2,1,,45
700000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114958230,2 Bedroom Apartment,Belhar,2,1,1,,40
1295000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/114056253,2 Bedroom Apartment,Costa Da Gama,2,1,2,,62
995000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114677044,2 Bedroom Apartment,Pinelands,2,1,1,,55
1075000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114750485,1 Bedroom Apartment,Plumstead,1,1,1,,48
1100000,https://www.property24.com/for-sale/capricorn/cape-town/western-cape/12788/113098746,2 Bedroom Apartment,Capricorn,2,1,1,,54
979000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114843895,2 Bedroom Apartment,Pinelands,2,1,,42,
1299000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114896359,House,Pelican Park,,,,,
1360000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114640341,3 Bedroom Apartment,Muizenberg,3,1,1,,71
1200000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114643737,1 Bedroom Apartment,Observatory,1,1,1,,45
1360000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114841629,3 Bedroom Apartment,Muizenberg,3,1,1,,71
1150000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/113921806,0.5 Bedroom Apartment,Rondebosch,0.5,1,1,,44
799000,https://www.property24.com/for-sale/nyanga/cape-town/western-cape/9132/114782301,2 Bedroom House,Nyanga,2,1,,242,
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115186759,1 Bedroom Apartment,Woodstock,1,1,1,,59
1290000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114863565,4 Bedroom House,Pelican Park,4,2,6,332,
1350000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/113874487,1 Bedroom Apartment,Woodstock,1,1,1,,59
800000,https://www.property24.com/for-sale/philippi-east/cape-town/western-cape/16287/114819903,15 Bedroom House,Philippi East,15,4,,222,
1395000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/113915674,2 Bedroom Apartment,Zonnebloem,2,1,1,,63
1395000,https://www.property24.com/for-sale/walmer-estate/cape-town/western-cape/10163/114753543,Vacant Land,Walmer Estate,,,,242,
650000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114885584,2 Bedroom House,Bonteheuwel,2,1,1,118,
1195000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114062886,2 Bedroom Apartment,Muizenberg,2,1,1,,63
850000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114656357,2 Bedroom Apartment,Lansdowne,2,1,1,,57
800000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114313371,1 Bedroom Apartment,Wynberg,1,1,1,,60
995000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/114759747?plId=1847452&amp;plt=4,2 Bedroom House,Kensington,2,1,3,,
950000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114072334,1 Bedroom Apartment,Zonnebloem,1,1,1,,35
1199000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114724079,3 Bedroom House,Belhar,3,2,5,325,
550000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114865944,1 Bedroom House,Bonteheuwel,1,1,,206,
995000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114723978,2 Bedroom Apartment,Wynberg,2,2,1,,82
1350000,https://www.property24.com/for-sale/westlake/cape-town/western-cape/11740/104830976,Commercial Property,Westlake,,,,,52
270000,https://www.property24.com/for-sale/greenville-garden-city/cape-town/western-cape/16424/114810561,2 Bedroom House,Greenville Garden City,2,1,1,98,
299000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114927757,2 Bedroom House,Philippi,2,1,2,155,
1195000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/114856533,2 Bedroom Apartment,Claremont,2,1,1,77,
1495000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/114645885,2 Bedroom Townhouse,Thornton,2,1,2,180,
1234000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114639729,2 Bedroom Apartment,Plumstead,2,1,3,,59
850000,https://www.property24.com/for-sale/cape-farms/cape-town/western-cape/12693/115053407,2 Bedroom Apartment,Cape Farms,2,1,,,
1350000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/114810270,3 Bedroom House,Grassy Park,3,1,5,482,
1100000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115213795,2 Bedroom Apartment,Zonnebloem,2,1,1,,59
510000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114600008,1 Bedroom Apartment,Wynberg,1,1,1,,34
1050000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/114783099,2 Bedroom House,Bridgetown,2,1,8,360,
650000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114840041,2 Bedroom House,Pelican Park,2,1,4,98,
1100000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114097321,2 Bedroom Apartment,Zonnebloem,2,1,1,,59
1387500,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114264489,0.5 Bedroom Apartment,Woodstock,0.5,1,,,27
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114719898,1 Bedroom Apartment,Cape Town City Centre,1,1,2,,50
1080000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/114114235,Vacant Land,Philippi,,,,652,
899000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/114856718,2 Bedroom Apartment,Thornton,2,1,1,,60
1450000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114695630,2 Bedroom Apartment,Zonnebloem,2,1,1,,58
1225000,https://www.property24.com/for-sale/rylands/cape-town/western-cape/8730/114697838,3 Bedroom Apartment,Rylands,3,1,2,,67
399999,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114700280,1 Bedroom Apartment,Maitland,1,1,,,24
1475000,https://www.property24.com/for-sale/belgravia/cape-town/western-cape/8736/113754237,3 Bedroom House,Belgravia,3,1,3,347,
1350000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114694132,1 Bedroom House,Kenilworth,1,1,1,,44
1295000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/114648708,2 Bedroom Apartment,Mowbray,2,1,1,,73
950000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114575547,0.5 Bedroom Apartment,Woodstock,0.5,1,,,36
495000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/115158552,1 Bedroom House,Bonteheuwel,1,1,1,,
1495000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114650146,2 Bedroom Apartment,Zonnebloem,2,1,1,,59
400000,https://www.property24.com/for-sale/browns-farm/cape-town/western-cape/16526/114872923,4 Bedroom House,Browns Farm,4,1,1,176,
450000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114840027,0.5 Bedroom Apartment,Maitland,0.5,1,1,,24
750000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/114688393,2 Bedroom Apartment,Thornton,2,1,1,,53
440000,https://www.property24.com/for-sale/philippi-east/cape-town/western-cape/16287/114842126,5 Bedroom House,Philippi East,5,1,1,,
1495000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114742163,2 Bedroom Apartment,Zonnebloem,2,1,1,,60
1488888,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/114716556,3 Bedroom House,Ocean View,3,2,4,376,
1495000,https://www.property24.com/for-sale/windermere/cape-town/western-cape/8019/113494836,4 Bedroom House,Windermere,4,2,1,271,
1150000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114748232,3 Bedroom Apartment,Maitland,3,1,1,,75
950000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114540198,2 Bedroom Townhouse,Woodstock,2,1,1,,60
995000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114452554,2 Bedroom Apartment,Lansdowne,2,1,1,63,
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114775131,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,
449500,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114700249,1 Bedroom Apartment,Maitland,1,1,,,35
470000,https://www.property24.com/for-sale/crossroads/cape-town/western-cape/8741/114812098,2 Bedroom House,Crossroads,2,1,,156,
1289000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/112936983,2 Bedroom Apartment,Athlone,2,1,1,,54
450000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114737977,0.5 Bedroom Apartment,Maitland,0.5,1,1,,24
1295000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114765873,2 Bedroom House,Maitland,2,1,,137,
1495000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/112934582,2 Bedroom Apartment,Zonnebloem,2,2,1,,57
1450000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/114577102,3 Bedroom House,Salt River,3,2.5,,119,
1250000,https://www.property24.com/for-sale/factreton/cape-town/western-cape/8006/114758035,House,Factreton,,,,353,
780000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/114728996,2 Bedroom Apartment,Thornton,2,1,1,,52
1250000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114723079,1 Bedroom Apartment,Observatory,1,1,1,,36
850000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/114754669,4 Bedroom House,Athlone,4,1,4,115,
1000000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/114130055,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,,,28
1000000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/110602083,2 Bedroom Apartment,Wynberg,2,1.5,1,,82
750000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/114553143,Apartment,Pinelands,,1,,,27
1465000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/114265026,1 Bedroom Apartment,Observatory,1,1,1,,41
1329000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/114275422,2 Bedroom Apartment,Athlone,2,1,1,,57
1143000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/109631306,0.5 Bedroom Apartment,Woodstock,0.5,1,,,21
700000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114687614,2 Bedroom Apartment,Maitland,2,1,1,,54
